1345143906	2	0
1345145706	2	0
1345147507	2	0
1345149306	2	0
1345151106	2	0
1345163719	2	1
1345165520	2	0
1345167322	2	0
1345169117	2	0
1345170922	2	0
1345172708	2	0
1345174507	2	0
1345176306	2	0
1345178106	2	1
1345179908	2	0
1345181706	2	0
1345183506	2	0
1345185307	2	0
1345187106	2	0
1345188906	2	0
1345190706	2	0
1345192510	2	1
1345194308	2	0
1345196106	2	0
1345197908	2	0
1345199706	2	0
1345201506	2	0
1345203306	2	0
1345205107	2	0
1345206906	2	1
1345208707	2	0
1345210507	2	0
1345212306	2	0
1345214111	2	0
1345215908	2	0
1345217707	2	0
1345219507	2	0
1345221306	2	1
1345223113	2	0
1345224915	2	0
1345226707	2	0
1345228507	2	0
