1321322717	2	1
1321324517	2	0
1321326318	2	0
1327665917	2	1
1327666537	2	0
1328114114	2	1
1328115917	2	0
1328117714	2	0
1328119515	2	0
1328120162	2	0
1328121317	2	0
1328123142	2	0
1328124914	2	0
1328126716	2	0
1328128515	2	1
1328130318	2	0
1328132116	2	0
1328133914	2	0
1329294923	2	1
1331006720	2	1
1331008534	2	0
1331010327	2	0
1331683519	2	1
1331685318	2	0
1333370120	2	1
1333789524	2	1
1333791321	2	0
1333793122	2	0
1333794922	2	0
1333796720	2	0
1333797337	2	0
1333802122	2	0
1335312325	2	1
1335314121	2	0
1335315923	2	0
1335317740	2	0
1335319524	2	0
1335321324	2	0
1335323122	2	0
1335324919	2	0
1335326722	2	1
1335328529	2	0
1335330320	2	0
1335330938	2	0
1335332120	2	0
1335333324	2	0
1335334814	2	0
1335335723	2	0
1335337517	2	0
1335339323	2	0
1335341121	2	1
1335342920	2	0
1335344726	2	0
1335346528	2	0
1335348324	2	0
1335350123	2	0
1335351922	2	0
1335352539	2	0
1335353722	2	0
1335785743	2	1
1335994520	2	1
1339774526	2	1
1339806922	2	1
1339857324	2	1
1339868124	2	0
1339869924	2	0
1339871722	2	1
1339875322	2	0
1339877123	2	0
1339878926	2	0
1339880722	2	0
1339882522	2	0
1339884322	2	0
1339886126	2	1
1339887925	2	0
1339888540	2	0
1339889723	2	0
1339891526	2	0
1339893323	2	0
1339895127	2	0
1339922134	2	1
1339924008	2	0
1339938325	2	1
1339940124	2	0
1339945526	2	0
1339950924	2	0
1339952736	2	1
1339953342	2	0
1339954536	2	0
1339961724	2	0
1339963524	2	0
1339965323	2	0
1339967126	2	0
1339974324	2	1
1339974944	2	0
1339983323	2	0
1339990522	2	1
1339992325	2	0
1339994124	2	0
1339995922	2	0
1339996548	2	0
1339997725	2	0
1339998502	2	0
1339999525	2	0
1340001322	2	0
1340003124	2	0
1340004924	2	1
1340006726	2	0
1340008525	2	0
1340010323	2	0
1340012126	2	0
1340013924	2	0
1340015725	2	0
1340017524	2	0
1340018141	2	0
1340019322	2	1
1340021123	2	0
1340022927	2	0
1340024722	2	0
1340026526	2	0
1340028323	2	0
1340033724	2	1
1340035522	2	0
1340037323	2	0
1340039128	2	0
1340039739	2	0
1340040922	2	0
1340042723	2	0
1342775120	2	1
1342776921	2	0
1342778725	2	0
1342780520	2	0
1343217919	2	1
1343219720	2	0
1343221519	2	0
1343264719	2	1
1343266518	2	0
1343268319	2	0
1343270121	2	0
1343271917	2	0
1343273719	2	0
1343302517	2	1
1343304319	2	0
1343306119	2	0
1343307919	2	0
1343309721	2	0
1343311520	2	0
1343313319	2	0
1343315120	2	0
1343316919	2	1
1343318719	2	0
1343320518	2	0
1343322319	2	0
1343322934	2	0
1343324119	2	0
1343325918	2	0
1343327718	2	0
1343329521	2	0
1343331319	2	1
1343333118	2	0
1343334919	2	0
1343336733	2	0
1343338518	2	0
1343340319	2	0
1343342118	2	0
1343343921	2	0
1343344537	2	0
1343345720	2	1
1343347518	2	0
1343349319	2	0
1343351120	2	0
1343352920	2	0
1343354718	2	0
1343356518	2	0
1343358318	2	0
1343360118	2	1
1343361918	2	0
1343363719	2	0
1343365525	2	0
1343366143	2	0
1343367318	2	0
1343368248	2	0
1343370064	2	0
1343370918	2	0
1343372719	2	0
1343374518	2	1
1343376317	2	0
1343378119	2	0
1343379921	2	0
1343381718	2	0
1343383518	2	0
1343385318	2	0
1343387118	2	0
1343387742	2	0
1343388919	2	1
1343390718	2	0
1343392519	2	0
1343394318	2	0
1343396118	2	0
1343397921	2	0
1343399719	2	0
1343401518	2	0
1343403318	2	1
1343405117	2	0
1343406918	2	0
1343408716	2	0
1343409336	2	0
1343410519	2	0
1343412318	2	0
1343414117	2	0
1343415919	2	0
1343417719	2	1
1343419517	2	0
1343421318	2	0
1343423117	2	0
1343424919	2	0
1343426742	2	0
1343428518	2	0
1343430318	2	0
1343430935	2	0
1343432118	2	1
1343433919	2	0
1343435719	2	0
1343437518	2	0
1343439320	2	0
1343441119	2	0
1343442919	2	0
1343444720	2	0
1343446519	2	1
1343448318	2	0
1343450118	2	0
1343451918	2	0
1343452535	2	0
1343453718	2	0
1343454508	2	0
1343455777	2	0
1343457318	2	0
1343459117	2	0
1343460918	2	1
1343462717	2	0
1343464517	2	0
1343466318	2	0
1343468117	2	0
1343469917	2	0
1343471717	2	0
1343473516	2	0
1343474133	2	0
1343475317	2	1
1343477117	2	0
1343478916	2	0
1343480717	2	0
1343482515	2	0
1343484316	2	0
1343486116	2	0
1343487916	2	0
1343489717	2	1
1343491516	2	0
1343493318	2	0
1343495115	2	0
1343495742	2	0
1343496916	2	0
1343498717	2	0
1343500517	2	0
1343502315	2	0
1343504117	2	1
1343505916	2	0
1343507716	2	0
1343509515	2	0
1343511315	2	0
1343513116	2	0
1343514915	2	0
1343516715	2	0
1343517346	2	0
1343518516	2	1
1343520317	2	0
1343522116	2	0
1343523916	2	0
1343525717	2	0
1343527516	2	0
1343529315	2	0
1343531116	2	0
1343532915	2	1
1343534715	2	0
1343536516	2	0
1343538323	2	0
1343538998	2	0
1343540115	2	0
1343541324	2	0
1343541917	2	0
1343543720	2	0
