1319472315	2	1	13
1319474157	2	0	38
1319475917	2	0	38
1319477714	2	0	38
1319479513	2	0	38
1319481360	2	0	38
1319483114	2	0	38
1319484925	2	0	38
1319486714	2	1	38
1319488604	2	0	38
1319490319	2	0	38
1319492115	2	0	38
1319493928	2	0	38
1319495714	2	0	38
1319497515	2	0	38
1319499315	2	0	38
1319501114	2	1	38
1319502915	2	0	38
1319504715	2	0	38
1319506514	2	0	38
1319508333	2	0	38
1319510114	2	0	38
1319511917	2	0	38
1319513714	2	0	38
1319515514	2	1	38
1319517314	2	0	38
1319519119	2	0	38
1319520922	2	0	38
1319522717	2	0	38
1319524516	2	0	38
1319526316	2	0	38
1319528114	2	0	38
1319529924	2	1	38
1319531715	2	0	38
1319533515	2	0	38
1319535443	2	0	38
1319537115	2	0	38
1319538915	2	0	38
1319540872	2	0	38
1319542521	2	0	38
1319544323	2	1	38
1319546130	2	0	38
1319547915	2	0	38
1319549715	2	0	38
1319551519	2	0	38
1319553324	2	0	38
1319555131	2	0	38
1319556915	2	0	38
1319558717	2	0	38
1319560516	2	1	38
1319562316	2	0	38
1319564116	2	0	38
1319567716	2	0	38
1319569520	2	0	38
1319571316	2	0	38
1319573121	2	0	38
1319574920	2	1	38
1319576848	2	0	38
1319578516	2	0	38
1319580316	2	0	38
1319582156	2	0	38
1319583917	2	0	38
1319585716	2	0	38
1319587546	2	0	38
1319589315	2	0	38
1319591144	2	1	38
1319592920	2	0	38
1319594722	2	0	38
1319596523	2	0	38
1319598313	2	0	38
1319600114	2	0	38
1319601914	2	0	38
1319603713	2	0	38
1319605512	2	0	38
1319607314	2	1	38
1319609114	2	0	38
1319610913	2	0	38
1319612726	2	0	38
1319614514	2	0	38
1319616314	2	0	38
1319618114	2	0	38
1319619915	2	0	38
1319621727	2	1	38
1319623524	2	0	38
1319625314	2	0	38
1319627115	2	0	38
1319628914	2	0	38
1319630713	2	0	38
1319632514	2	0	38
1319634319	2	0	38
1319636116	2	0	38
1319637924	2	1	38
1319639728	2	0	38
1319641515	2	0	38
1319643533	2	0	38
1319645116	2	0	38
1319646920	2	0	38
1319648714	2	0	38
1319650613	2	0	38
1319652312	2	0	38
1319654113	2	1	38
1319655912	2	0	38
1319657896	2	0	50
1319659609	2	0	38
1319661319	2	0	38
1319663114	2	0	38
1319664915	2	0	38
1319666714	2	0	38
