1323250627	2	1
1324408015	2	1
1324409814	2	0
1324411615	2	0
1324413414	2	0
1324415214	2	0
1326186663	2	1
1326816374	2	1
1327516693	2	1
1327648442	2	1
1327650242	2	0
1327805954	2	1
1327878843	2	1
1327880643	2	0
1327894908	2	1
1328001063	2	1
1328002863	2	0
1328004663	2	0
1328006283	2	0
1328008262	2	0
1328010063	2	0
1328012043	2	0
1328015283	2	0
1328025189	2	1
1328033829	2	0
1328622101	2	1
1330562685	2	1
1331534239	2	1
1333446013	2	1
1333458493	2	0
1333461760	2	1
1333465546	2	0
1333468800	2	0
1334240045	2	1
1334241845	2	0
1334243644	2	0
1334245446	2	0
1334247245	2	0
1334249045	2	0
1334250849	2	0
1334297167	2	1
1334650108	2	1
1334677098	2	1
1334785173	2	1
1334796036	2	0
1334804911	2	1
1334887758	2	1
1334909445	2	1
1334920093	2	0
1334923812	2	0
1335181093	2	1
1335193781	2	0
1335195833	2	1
1340129611	2	1
1340131595	2	0
1340234141	2	1
1340244496	2	0
1340273296	2	1
1340277237	2	0
1340330903	2	1
1340417306	2	1
1340440853	2	1
1340494672	2	1
1340496622	2	0
1340561337	2	1
1340570308	2	0
1340619498	2	1
1340637629	2	1
1340673062	2	1
1340701874	2	1
1340703822	2	0
1340705474	2	0
1340707171	2	0
1340710694	2	0
1340727079	2	1
1340793847	2	1
1340800820	2	0
1340824103	2	1
1340953680	2	1
1341166260	2	1
1341251121	2	1
1341265254	2	0
1341288564	2	1
1341294028	2	0
1341335583	2	1
1341353554	2	1
1341482913	2	1
1341515574	2	1
1341571193	2	1
1341583850	2	0
1341594501	2	1
1341663038	2	1
1341675750	2	0
1341720519	2	1
1341735021	2	1
1341828543	2	1
1341834023	2	0
1341839568	2	0
1341911393	2	1
1341916897	2	0
1341961793	2	1
1342185036	2	1
1342215550	2	1
1342231768	2	1
1342424303	2	1
1344920711	2	1
1344922511	2	0
1344924312	2	0
1344926111	2	0
1344927911	2	0
1344929711	2	0
1344931512	2	0
1344933311	2	0
1344935113	2	1
1344936910	2	0
1344938712	2	0
1344940511	2	0
1344942311	2	0
1344944111	2	0
1344945911	2	0
1344947717	2	0
1344949511	2	1
1344951311	2	0
1344953111	2	0
1344954912	2	0
1344956711	2	0
1344963911	2	1
1344965711	2	0
1344967519	2	0
1344969311	2	0
1344971112	2	0
1344972911	2	0
1344974712	2	0
1344976511	2	0
1344978311	2	1
1345062911	2	1
1345064711	2	0
1345066511	2	0
1345068311	2	0
